COVID_Worry,COVID_Too_Much_Time,COVID_Lot_Time,COVID_Afraid,COVID_Irritable,COVID_Guilty,COVID_Sad,COVID_Preoccupied,COVID_Stressed
5,3,6,19.71,100,29.86,90.57,50.71,70.29
5,6,6,56.57,34.14,28.87710754,62.14,61.57,77
4,6,4,12.89,100,17.32,90.58,19.43,88.25
6,6,7,80.43,65.71,70.29,83.29,70.57,93.29
5,5,5,77.08,67.62,19.48,71.06,18.34,82.52
5,4,4,38.21,60.96,64.26,69.74,54.07277672,58.18
5,6,5,100,71.14,18.86,69.86,79.86,100
1,2,1,19.71,80.71,49.71,30,50,19.71
1,1,1,0,50.71,0,0,60.43,40.14
3,3,3,46.13,38.39,28.06,67.1,66.45,61.29
2,2,2,4.19,66.77,0,37.42,75.48,86.77
2,2,3,14.43,60,29.57,70.29,29.71,46.14
1,1,1,8,81.86,0.43,30.43,0.14,21.29
3,3,3,20.63,45.56,18.62,60.17,89.4,60.46
3,3,3,28.43,43.57,31.43,19.14,30.29,32.71
4,4,3,32.95,49.57,100,80.23,50.14,69.63
3,2,2,31.85,6.94,38.34,48.2,37.34611778,32.38
6,6,6,100,80.97,40.65,100,90.97,100
5,6,5,67.42,49.35,0,70.32,77.74,74.84
5,5,3,93.12,78.8,16.62,100,96.28,87.39
1,3,2,2.29,60.86,19.14,9,39.71,3.43
2,2,2,18.05,77.65,0,89.4,58.74,80.8
5,6,6,48.42,69.63,4.58,58.74,59.89,64.18
2,6,5,0,100,0,60.97,70.32,100
2,1,2,5.05,34.1,20.55,21.75,0,16.62
3,4,4,52.72,27.51,3.44,70.2,12.32,88.54
2,2,2,8.38,39.29,18.29,0,9.12,0
1,1,1,1.29,18,4,41.43,25.43,22.14
2,2,1,10,0,9.57,9.71,10,0
7,7,7,100,61.6,80.52,100,100,100
2,1,1,5.05,61.36,16.11,8.58,42.64,16.52
2,2,2,41.65,61.47,30.57,80.42,11.03,56.81
6,7,5,80.57,75.14,60.29,66,60,90.71
5,6,6,90.97,71.54,72.26,91.69,98.97,89.83
7,7,7,92.83,74.22,22.41,75.61,100,100
3,4,4,60,40.29,15.14,31.14,60.14,55.86
3,3,2,69.68,47.1,59.68,66.13,7.1,76.13
3,6,6,37.42,67.1,15.48,72.26,26.13,39.68
1,2,2,0,81.22,0,11.05,37.75,0
5,3,5,70.17,82.71,74.24,53.22,80.34,100
2,2,2,0,28.71,0,30.97,0,23.87
4,7,4,20.57,93.43,0.57,11.86,4.86,31.29
2,5,2,20.32,0.65,0,49.35,9.03,52.58
5,6,6,30.57,41.57,10,74.86,70.86,64.29
6,5,5,50.57,100,19,100,100,100
3,1,2,19.86,49.57,49.86,19.57,25,29.57
4,4,4,50.71,50.71,8.71,99.29,50.71,98.86
7,7,7,100,100,0,100,100,100
3,2,2,69.71,6.71,64.86,39.43,0,6.86
3,2,3,31.29,81.94,76.45,33.55,71.29,70.32
2,2,2,30.29,20.29,20.29,40.71,30.86,30
4,4,4,25.71,50.71,19.57,53.29,35.14,54.86
5,3,6,81.29,90.97,54.84,71.94,91.29,83.23
7,4,5,74.19,0,6.45,100,49.35,100
6,5,5,69.63,26.65,58.17,79.37,64.47,78.8
6,7,6,71.57,45.86,62,100,75.14,83.86
3,2,3,70.63,59.19,38.36,70.87,27.96,70.69
1,1,1,20.86,19.57,40,0,10.57,10.71
1,1,2,0,100,0,30.14,59.86,80.57
5,3,3,61.03,91.4,75.93,87.97,94.56,90.54
2,5,5,10.86,30.14,0,39,24.86,39.43
6,6,6,40,70,4.14,71.43,60.43,86.29
6,7,7,50.43,91.14,0,30,20.43,90.43
2,2,2,15.57,100,6,68.57,74.29,100
4,6,5,52.9,100,0,70.97,64.84,62.58
2,2,5,30.36,65.5,5.96,85.3,41.77,86.85
2,2,2,57.29,55.71,31.14,66.43,59.14,84.57
5,6,6,33.03,53.14,73.12,64.88,70.37,68.11
4,4,4,4.99,68.32,0,37.44,0,32.9
1,2,5,0,30.14,0,0,9.86,9.29
5,4,5,60.86,60.14,20,60.57,90.29,60.29
4,4,4,61,80.29,19.86,54.86,40.86,60.86
5,5,6,70.57,100,9.71,40.29,80.57,70.43
3,2,2,9.43,20.86,0,10,8.86,0
4,2,5,39.86,72.57,60.86,95.86,64.43,87.57
5,3,2,40.43,79.86,81,80.29,30.29,60.86
3,3,4,13.47,45.85,0,22.64,18.05,56.45
5,6,6,80,60.86,31.71,70.71,56,80.14
2,5,4,49.71,19.71,0,0,40,60.57
3,3,3,59.43,33.43,0,76.86,36.14,64
5,4,5,50.14,100,0,76.86,79.43,77.57
5,5,5,31,61.29,10,29.57,100,75.86
3,2,4,51.29,81.86,0,61.29,61,65.14
5,6,6,50.57,100,18.57,92,71.43,77
6,4,3,49.75,39.62,47.88,71,65.98,89.77
4,3,5,26.78,100,0,0,57.97,79.66
1,2,3,14.43,85.86,0,13.71,75.43,30.14
3,3,4,72.9,43.14,17.78,79.76,57.41,69.02
1,1,1,37.25,14.9,0,36.86,24.71,27.45
1,1,1,0,29.57,3.71,0,0,0
