COVID_Worry,COVID_Too_Much_Time,COVID_Lot_Time,COVID_Afraid,COVID_Irritable,COVID_Guilty,COVID_Sad,COVID_Preoccupied,COVID_Stressed
4,5,5,40.14,70.14,39.3,90.85,71.13,100
5,4,5,70.56,60.14,40.7,70.42,71.41,71.27
5,6,6,67.1,100,13.87,80,52.58,77.74
2,2,2,20.06,56.45,0,72.21,18.62,22.64
3,2,2,59.72,68.03,21.27,56.76,37.18,60.42
5,5,5,68.71,54.19,26.45,54.52,60.97,79.35
5,5,5,39.58,70,0,70.99,56.0151918,66.96495106
5,5,5,82.52,87.11,31.52,75.36,39.54,91.98
5,4,4,71.07,94.44,17.26,69.16,64.81,68.13
2,4,2,29.72,70.85,40.42,61.97252942,59.3,75.21
5,4,4,27.79,100,29.51,70.49,28.08,55.3
5,6,6,60.46,79.66,4.87,83.09,28.65,83.38
6,7,6,80.99,100,26.62,85.77,95.07,93.52
5,5,5,100,100,89.11,100,91.4,100
2,2,3,68.87,64.51,10.14,52.54,75.92,100
2,1,3,12.54,70.14,0,33.94,0,18.31
5,2,4,88.25,74.79,36.39,77.65,31.52,92.26
2,4,5,29.3,60.99,0,29.72,39.58,61.55
4,4,4,94.93,86.9,72.39,89.72,69.43829232,92.96
5,5,5,63.44909895,62.17047494,29.90947028,68.27323984,56.90320094,69.10171991
7,5,7,48.59,88.72,67.32,79.96,98.48,91.71
5,5,5,91.13,62.54,30.85,11.69,77.46,100
4,5,4,66.62,71.97,36.34,61.83,60.85,76.76
1,1,1,9.15,18.87,0,9.3,0,9.15
5,2,6,60.42,91.41,0,100,65.49,60.85
2,2,2,43.94,82.54,60.7,79.58,35.63,83.52
3,5,3,53.09583795,81.97,90.42,71.97,27.18,60.85
6,5,6,96.2,81.55,8.59,92.96,72.11,81.41
5,6,6,66.48,62.39,87.18,68.87,38.73,78.03
5,6,5,80.8,18.91,13.75,61.89,68.77,61.6
7,7,7,100,100,0,100,100,100
4,6,4,38.87,64.37,39.72,78.03,49.01,59.3
6,4,6,81.69,71.41,37.04,86.62,70.42,93.24
3,5,5,28.59,71.97,13.38,45.49,52.25,100
6,6,7,70.42,71.97,22.68,82.11,80.28,100
6,6,6,90.83,100,86.53,100,100,100
3,3,3,91.13,68.31,70.42,80.85,89.44,100
5,3,3,83.87,64.84,14.52,70.97,70.32,77.42
6,7,7,50.72,1.72,0,74.5,93.12,34.67
3,5,5,74.84,60.65,22.26,73.23,73.23,87.74
2,1,1,8.87,39.72,0,8.73,0,8.73
5,3,3,38.87,40.28,9.15,59.44,39.86,59.86
2,2,4,46.35316379,59.03,43.84,72.21,41.55,100
4,3,2,6.77,0,0,0,0,7.74
3,3,5,60,62.39,39.44,43.1,24.79,77.32
5,2,2,60.7,71.27,9.01,70.56,30,80.85
7,7,7,99.15,80.85,99.86,100,91.41,100
5,3,6,70.99,9.01,0,34.93,84.37,98.45
5,4,6,65.35,97.75,49.86,83.8,28.03,65.63
4,5,6,80.99,62.54,12.54,80.85,100,40
2,2,4,11.55,76.2,5.92,56.34,46.76209795,56.06
5,7,7,71.55,81.27,19.58,92.82,72.36187676,81.13
5,5,5,39.72,96.2,0.99,66.06,76.2,90.7
4,6,6,80.7,100,100,100,71.55,100
7,7,7,79.58,78.17,33.24,73.24,80.85,76.2
4,5,3,54.93,75.92,0,34.23,64.51,84.93
1,1,1,10.42,70.99,0.42,19.01,0.14,8.73
3,2,2,28.73,19.3,0,19.3,18.87,39.72
5,7,5,29.44,70.7,48.73,41.27,91.27,91.83
6,5,6,86.06,60.14,60.7,80.99,70.56,100
6,4,5,74.37,8.31,9.15,36.76,29.3,69.58
2,2,2,18.59,100,43.8,39.44,64.08,100
5,5,5,64.93,60.56,57.75,75.49,71.13,69.3
5,6,6,90.26,58.45,41.55,91.12,69.91,96.56
4,3,2,28.17,63.38,25.07,64.79,38.59,62.25
1,1,1,20.06,69.91,0,25.21,35.53,39.26
2,4,2,16.06,0,0,9.72,15.21,10.42
6,5,4,39.72,77.46,39.86,100,70.85,70.56
1,1,1,10.28,20.28,19.86,0,0,8.87
5,5,5,69.72,80.28,18.17,64.23,77.04,84.93
2,1,5,100,94.08,64.65,95.35,52.68,100
5,2,5,44.65,43.52,23.24,66.62,51.31188441,57.46
4,2,2,52.68,75.35,28.03,69.86,30.14,60.7
2,2,6,50.42,39.01,39.44,70.7,39.58,49.86
5,5,4,52.9,32.53,43.04,46.44,57.72,57.17
4,5,5,62.11,61.13,9.15,74.08,32.82,71.97
2,2,2,27.52086992,53.80104304,15.10597501,54.30966892,47.4015367,51.20997091
2,2,3,16.13,0,0,67.74,37.1,57.74
7,1,7,100,0,0,100,100,100
3,3,3,20.42,29.01,0,12.39,29.15,39.72
4,3,3,21.97,50.99,0,61.97,21.13,30.85
2,2,2,0,100,0.32,18.06,68.71,78.71
4,4,4,46.7,47.56,0,50.43,0,46.42
5,4,6,70.42,61.13,0,71.13,57.18,87.04
5,6,6,27.89,100,10.99,80.99,86.9,98.31
5,3,5,81.13,50.28,60.56,65.35,80.99,86.76
3,2,2,60.28,20,40.56,63.94,64.23,42.82
2,2,3,37.61,68.73,54.51,63.66,69.86,44.51
3,7,3,59.44,91.41,59.44,27.46,60.14,60.28
7,5,7,91.83,29.86,0,80.85,80.7,100
3,4,5,47.32619077,70.14,0,30.28,30.42,70.85
3,3,2,59.31,30.66,38.4,68.48,37.82,68.48
3,4,4,0,13.38,9.44,61.41,26.48,14.79
5,6,5,74.08,61.41,0,72.71397546,61.20031501,81.18531765
4,4,4,56.45,90.54,24.64,48.14,67.62,60.74
4,6,5,21.83,23.1,0,35.49,63.8,65.77
7,7,7,100,77.61,29.72,95.77,70.56,100
6,2,7,78.31,100,9.72,100,50.99,100
3,3,3,60.7,59.3,61.69,64.08,73.66,78.03
4,3,3,60,29.72,40,91.41,30.28,60.56
7,5,6,71.41,60.7,70.99,59.15,81.27,60
1,2,2,39.86,60.56,0,34.23,66.34,13.52
3,3,5,19.3,19.44,0,39.58,8.59,29.58
7,2,5,100,100,28.99,91.52,89.83,100
5,5,5,69.03,74.19,34.52,71.61,81.61,70.97
4,5,5,61.28,80.63,41.51,85.58,62.04,90.21
7,6,7,70.56,100,0,100,100,100
2,2,2,0,0,0,8.59,3.8,9.58
6,5,6,59.31,42.98,45.56,78.22,57.31,63.61
1,1,1,13.18,84.81,4.87,70.77,39.83,13.18
5,5,5,39.01,83.1,24.65,58.87,50.99,55.49
5,3,3,64.47,27.79,12.32,62.75,64.76,64.47
6,5,6,41.94,72.26,0,80.32,28.71,62.9
3,5,5,68.24,71.01,19.97,95.04,18.88,76.41
3,1,1,39.44,82.11,0,100,50.28,70.99
2,2,3,71.06,22.64,30.09,65.04,61.6,70.77
5,5,5,80.52,40.4,13.47,38.11,69.34,71.35
4,4,4,59.15,61.41,28.03,50.99,50.99,75.92
5,4,2,67.62,68.77,28.08,47.28,42.41,59.03
7,6,7,83.87,82.26,7.42,89.03,65.16,100
4,4,4,62.68,59.86,37.61,39.58,56.2,68.59
4,3,3,50.43,69.91,37.25,57.31,85.39,69.05
4,3,2,71.22,41.46,51.54,59.16,44.38,60.07
6,5,6,85.67,82.23,81.95,100,49.86,99.14
6,6,7,77.61,62.82,78.73,100,65.92,100
7,5,6,89.29,81.68,58.11,87.38,65.03,82.86
3,2,2,26.13,7.74,27.1,78.71,26.77,26.13
3,1,3,0,39.71,0,0,17.99,18.8
6,6,6,85.48,70.97,47.74,75.81,77.74,80.97
2,2,5,68.71,26.77,6.13,90.97,10.32,86.13
3,3,2,32.95,67.34,28.82,38.44,75.22,83.57
4,2,5,39.35,84.19,12.9,65.48,14.19,35.16
6,7,6,87.97,56.16,31.23,85.67,74.79,83.38
7,7,7,100,100,100,100,100,100
3,5,4,62.75,70.2,0,100,46.99,60.17
2,2,2,5.69,66.23,0.74,0.21,49.8,93.96
4,5,3,44.93,60.42,0,54.93,8.45,60.28
2,5,5,17.1,66.45,14.19,34.84,78.71,86.77
4,1,2,37.54,100,0,61.03,60.46,65.62
2,2,3,44.08,40.7,0,60.56,69.72,30
5,4,4,100,90.83,100,100,100,86.53
1,1,1,28.06,8.71,17.42,48.39,6.13,47.1
5,4,6,75.93,59.03,5.16,38.4,26.65,94.56
2,1,1,11.76,67.84,0,65.88,100,99.61
2,2,2,100,68.71,12.58,70,28.39,38.39
7,7,7,100,100,87.39,100,100,100
5,4,5,28.53,8.69,16.01,48.04,16.18,28.04
2,4,2,0,100,5.35,28.73,50.42,59.72
5,6,5,68.77,100,90.26,68.19,49.28,100
3,6,6,62.41,38.29,22.07,63.11,61.75,56.48
5,4,5,46.9627187,73.87,22.58,79.68,37.34611778,46.77
6,7,6,79.08,19.77,17.48,67.91,50.43,79.94
5,4,5,75.92,66.34,50.99,80,66.48,75.92
5,4,4,56.73,95.42,48.14,74.5,37.34611778,36.96
3,3,3,37.54,43.27,7.16,18.05,33.81,32.66
5,4,6,81.94,75.81,4.19,56.77,21.61,36.45
6,4,3,75.07,59.6,79.94,88.83,80.8,69.91
6,6,6,77.74,100,19.03,81.94,65.16,100
7,7,7,81.15,70.33,70.33,91.31,91.64,84.1
5,5,7,70.42,79.86,29.15,86.76,68.31,100
5,5,5,91.98,48.42,14.33,89.11,67.05,68.48
2,4,3,49.44,37.75,31.83,47.18,37.18,74.51
2,4,2,49.44,7.04,8.31,67.04,24.93,32.39
7,7,7,78.71,38.06,37.1,85.48,88.71,100
1,3,1,74.52,62.17047494,27.29976124,72.53092474,80.32,75.48
5,4,7,72.39,89.86,70.42,99.15,75.77,71.97
5,6,6,71.61,60.97,17.74,63.87,68.71,86.13
5,3,2,71.06,89.68,58.45,69.91,20.34,67.34
5,5,6,68.19,51.29,35.82,87.39,62.76207484,63.04
3,3,3,24.07,68.19,0,63.9,0,51
1,1,1,1.43,28.08,0,69.63,0,24.93
5,5,5,35.07,100,14.51,87.46,81.13,91.55
5,5,5,59.72,92.54,19.15,80.7,30.42,69.58
6,6,5,69.34,0.29,0,68.77,0,75.07
5,5,5,71.94,70.97,42.26,57.74,77.74,86.13
2,2,2,22.58,9.03,25.16,4.19,29.68,16.45
2,2,3,56.73,58.17,37.25,62.46,52.15,49
6,5,3,18.34,52.72,53.01,52.72,52.72,39.26
1,1,6,1.41,26.8,0,0,4.61,11.28
4,5,5,39.3,100,66.2,60.14,70.99,64.08
5,4,6,96.28,88.25,32.38,88.83,87.97,100
3,4,4,36.62,86.48,30,71.27,44.79,74.79
3,3,4,29.15,26.9,43.24,100,42.82,37.61
3,6,6,73.8,88.03,66.06,83.94,36.06,72.11
2,2,3,48.07,58.23,31.84,58.35,41.96,51.64
5,6,6,70.42,81.55,54.08,66.34,51.97,100
6,5,5,67.75,81.97,8.45,82.54,29.58,80.99
2,2,2,63.15,31.45,0,80.98,0,73.16
5,6,6,70.99,81.13,60.14,80.7,70.42,79.72
2,2,2,44.37,38.59,45.63,49.44,43.52,70.56
2,2,3,58.06,68.71,0,59.03,60.32,58.71
5,5,6,9.58,100,0,100,70.42,80.56
5,3,6,57.04,40.56,5.07,35.92,40.7,65.49
6,4,6,81.09,18.34,6.59,51,26.93,88.83
6,6,6,42.26,78.71,0,61.61,79.35,84.19
1,2,2,2.54,0,0,0,0,1.69
2,2,1,39.44,49.58,19.15,70,100,94.79
2,2,2,10,61.69,8.87,18.03,70.42,90.7
2,2,5,20.86,92.86,0,81.14,100,82.16
3,3,4,29.72,62.25,19.01,44.08,44.23,60
6,7,7,82.37,77.86,75.75,76.03,94.76,100
2,2,1,57.31,20.92,1.15,72.78,35.24,30.37
1,2,1,7.45,100,12.89,100,0,100
5,3,5,39.86,91.13,8.73,39.58,70.7,50.28
1,1,6,48.17,31.27,10.28,22.11,10.14,34.93
2,2,2,0,77.77,0,78.02,77.4,11.57
5,5,3,70.85,70.56,29.01,71.27,100,71.55
3,3,3,59.72,70.7,19.01,90.85,28.87,70.42
5,6,6,61.41,0,34.88998118,60.85,81.83,82.39
5,3,3,63.47,5.08,14.95,65.59,28.77,73.77
7,7,7,90.26,90.26,8.6,100,63.61,95.99
6,6,6,90.65,79.35,49.35,78.39,69.03,100
5,6,6,89.03,72.26,71.29,78.71,80.32,83.87
4,3,3,29.01,60.99,18.59,18.87,45.49,65.77
5,5,6,62.82,91.69,18.73,68.31,66.76,71.69
5,4,5,68.87,63.8,65.21,83.66,71.69,79.72
5,5,5,72.39,71.41,0,70.42,21.41,79.58
5,2,5,80.65,74.19,0,27.42,43.87,70.32
2,2,3,54.51,60.28,14.08,81.13,48.71839489,54.23
1,2,2,0,78.17,0,17.89,70.99,29.01
3,3,5,28.73,21.41,29.58,72.39,30.14,61.69
6,6,6,28.65,90.54,26.36,90.26,76.5,100
2,4,2,28.39,7.74,9.35,27.42,69.35,48.71
1,1,1,34.51,96.62,0,47.89,28.31,67.89
2,1,2,47.56,11.17,0,80.23,85.39,74.79
4,4,4,39.26,64.18,6.88,68.77,69.91,95.42
6,5,7,82.54,60.85,23.52,40.85,60,83.94
1,2,2,33.1,19.44,0,75.21,22.54,29.3
3,4,5,61.69,63.24,28.31,92.25,80.7,80.99
4,4,6,70.82,56.03,29.69,82.08,71.52,96.59
6,2,6,71.55,81.55,9.29,66.34,19.72,61.13
3,5,5,57.22,72.82,56.08,60.8,86.98,81.12
5,6,6,2.9,23.23,0,30.97,74.19,72.9
7,2,7,100,39.44,0,82.25,8.45,91.27
5,5,5,54.15,63.32,33.81,55.01,48.71,70.77
6,4,6,69.86,80.28,9.58,72.11,81.41,82.11
4,4,4,63.52,60.7,28.59922243,67.75,53.94,84.51
6,6,6,60.65,100,0,100,77.1,54.19
7,7,7,100,100,64.65,100,73.1,100
5,2,1,57.51,63.89,0,68.67,78.14,78.63
2,2,2,35.24,72.78,0,73.07,0,46.99
5,2,6,50.71,0,0,71.81,30.17,74.08
5,2,2,1.94,100,7.42,70,34.52,82.9
5,5,5,70.85,81.83,39.3,80.7,69.3,90.7
5,4,5,86.45,21.61,6.77,53.55,17.42,61.94
2,1,2,9.15,65.49,0,49.86,55.35,29.3
3,3,5,19.01,80.7,29.44,91.27,60.28,81.27
2,6,6,34.84,85.81,8.39,26.13,55.16,63.55
5,2,3,8.87,0,0,29.86,0,19.44
7,7,7,100,100,73.55,100,84.19,100
5,6,6,40,50.42,71.41,92.11,80.28,77.61
6,4,2,70.08,59.24,0.77,73.47,54.27,68.94
3,2,5,43.789338,38.11,0,48.14,39.54,49.46606071
3,2,2,29.3,60.42,0,39.44,71.13,71.41
5,5,5,37.53,60.49,6.8,17.3,25.78,38.84
2,2,5,72.78,76.5,26.65,84.24,64.18,80.23
5,6,6,70.99,79.86,23.24,75.63,82.54,85.92
6,6,7,73.55,82.9,5.81,70.65,60.97,59.03
6,6,6,70.7,96.06,61.27,95.77,81.41,100
2,4,3,0,50.14,0,60.7,81.13,0
6,6,6,68.06,100,0,68.39,9.68,100
5,2,3,69.35,71.29,80.65,30,94.52,79.35
2,2,2,67.91,55.3,0,47.56,38.97,70.49
6,7,6,15.21,61.97,37.46,34.37,27.32,68.59
2,2,2,69.03,91.61,0,97.74,26.77,39.68
6,6,6,49,100,20.92,100,63.32,73.93
5,5,4,66.13,90.97,25.81,97.1,42.26,75.81
7,2,7,90.28,76.48,0,100,19.86,0
1,4,5,4.08,65.21,0,23.1,22.11,34.23
1,1,1,0,0,0,0,0,0
5,3,6,63.9,60.34,31.86,68.14,58.39,73.9
5,1,2,0,0.29,0,79.66,28.94,78.8
5,2,4,23.98,54.37,0,48.94,75.67,44
7,5,7,61.41,100,9.3,70.42,81.55,66.06
5,6,4,50.99,80.99,0,70.56,59.86,70.99
3,6,6,72.68,11.27,6.62,6.2,75.35,80.28
6,5,6,60.65,85.48,51.61,81.29,86.77,71.29
3,3,3,2.9,2.58,0.32,4.84,0,2.26
5,2,3,79.94,79.37,0,100,48.42,100
2,1,2,3.24,8.32,0,29.9,28.63,28.91
5,4,4,70.85,29.58,8.45,81.27,64.93,60.28
4,4,4,38.06,59.68,0,75.81,16.77,73.23
2,5,7,8.88,100,9.17,61.32,29.51,52.15
6,5,6,80.97,66.77,21.94,52.9,66.77,91.94
4,2,3,38.11,26.93,10.32,54.73,41.83,73.93
6,5,7,80.42,70,29.01,100,85.63,100
5,5,5,69.05,91.69,53.87,80.52,32.38,83.95
7,7,7,89.15,66.76,72.96,80.85,91.83,99.01
3,5,5,60,37.46,60.28,60.14,61.13,61.69
7,7,7,100,100,60.7,100,100,100
2,5,3,59.68,22.26,19.68,61.61,59.35,50.65
7,1,1,100,83.38,83.67,81.38,71.63,81.09
1,1,1,23.97,0,0,17.62,17.56,9.88
2,2,2,8.88,49.57,18.62,79.94,0,68.48
3,5,3,31.13,59.86,0,70.28,82.54,63.52
5,5,7,71.27,80.85,57.04,70.42,65.92,72.39
4,5,7,70.14,100,19.15,69.3,81.13,70.42
3,5,3,69.3,62.96,92.11,69.01,60.99,60.85
2,2,2,10.7,59.3,0,34.37,14.79,65.07
2,3,3,19.35,73.23,0,59.35,0,55.48
4,4,6,61.41,87.61,4.93,79.15,52.25,53.1
3,2,2,9.38,5.54,0,38.55,30.08,10.32
3,4,4,19.15,49.72,0,70,80.56,74.51
3,2,1,40,60.99,29.44,60.85,45.21,39.86
4,4,4,29.86,29.44,19.58,70.7,50,80.7
7,5,6,100,100,0,100,19.86,100
5,6,7,43.52,42.25,26.76,62.68,80.99,94.37
3,3,3,25.48,61.29,0,31.29,48.55788733,56.77
7,7,7,27.62,71.81,39.33,87.62,89.2,94.32
5,5,5,88.94,34.5,1.31,85.87,63.53,85.43
3,5,4,69.35,63.87,0,82.58,36.45,85.16
5,3,7,57.18,25.77,59.01,60.56,36.9,61.13
2,2,6,27.15,0,0,9.04,0,8.1
1,3,2,2.11,60.14,0,0,3.52,0
3,3,4,71.83,60.14,75.35,79.86,70.7,76.06
5,5,6,85.16,48.06,10.32,77.1,79.68,79.35
5,6,6,46.2,100,38.87,59.86,83.24,61.69
6,5,6,21.61,100,0.32,11.94,36.45,20.97
2,2,2,77.74,67.74,16.77,13.55,37.1,56.13
4,4,2,19.03,71.29,11.61,39.68,47.74,40.32
5,4,5,76.5,50.72,65.04,79.08,42.41,68.48
2,2,2,18.87,20,0,31.13,7.04,19.72
1,1,1,13.75,6.88,0,20.06,55.01,12.89
6,7,7,63.52,60.85,30.56,72.54,57.18,91.55
3,6,5,51.83,29.86,25.35,73.24,57.04,66.76
2,3,2,0,91.97,0,18.87,44.23,80.42
6,6,6,59.31,32.48,21.27,71.15,81.11,81.95
3,3,2,30.7,62.54,18.87,71.69,20.7,40
3,3,2,71.13,100,0,60.7,19.58,60.99
2,2,3,33.55,75.16,8.39,79.03,81.94,100
5,7,6,75.64,87.68,71.06,100,95.42,100
3,3,3,70.7,60.85,9.58,61.41,61.27,77.18
6,6,7,100,100,77.94,100,80.52,100
5,5,5,59.6,62.18,32.09,85.39,39.26,84.81
5,3,6,38.11,86.82,0,10.89,72.21,89.68
4,4,4,87.89,59.01,74.79,93.24,67.89,82.39
3,3,3,0,0,0,8.87,0,0
5,4,5,30,86.62,11.13,63.38,63.38,70.99
6,7,7,89.4,89.11,17.48,79.08,83.95,79.08
6,6,6,87.89,83.52,78.31,68.17,93.8,87.46
5,1,1,20.65,10.65,100,8.06,17.74,14.52
5,5,5,74.19,73.55,0,79.68,60.32,68.06
2,2,2,9.54,7.62,9.51,9.68,5.09,9.95
5,6,7,81.13,90.85,29.01,100,81.27,82.39
2,2,3,41.83,67.05,14.9,35.82,35.53,40.69
3,3,3,60.56,60.56,0,71.41,61.13,62.39
3,5,5,41.02,13.76,0,24.01,37.32,43.29
5,5,5,59.03,72.21,53.58,81.38,48.14,87.97
5,7,6,38.06,16.77,28.06,64.19,35.48,70.32
7,7,7,70.65,100,25.81,100,99.68,100
6,5,5,72.58,100,62.58,83.23,44.19,100
2,2,2,26.14,77.92,0.23,29.37,23.36,57.6
2,2,3,19.3,29.72,0,4.08,9.15,19.15
5,4,4,10.85,41.97,1.27,56.34,28.73,22.82
5,4,6,52.44,90.83,6.02,52.44,52.44,82.81
5,6,6,18.05,75.07,8.6,76.5,20.92,67.62
2,2,2,9.01,9.3,9.15,9.01,9.01,19.86
6,7,6,83.56,100,32.33,88.47,100,66.42
2,4,4,27.74,50.65,4.19,50,39.68,50
2,3,3,18.91,46.13,0,6.88,2.01,28.37
5,3,5,54.23,76.2,81.55,80.99,49.15,76.62
3,7,6,61.41,8.73,44.93,55.35,87.04,89.01
2,3,2,40.42,0,0,70.85,18.73,39.72
4,5,6,72.14,97.5,31.63,80.49,82.9,73.46
3,5,5,28.71,70.32,24.84,60.97,28.39,79.35
5,5,5,49.41,100,18.04,38.82,77.25,91.37
3,2,3,91.9,91.38,93.93,93.34,33.21,74.74
2,2,2,39.44,70.42,8.87,50.28,70.56,60.85
7,7,7,90.14,10.56,0,92.11,71.27,100
5,3,5,60.42,60.42,9.01,39.3,29.3,39.3
5,5,6,55.78,100,39.43,62.37,29.44,61.73
4,3,3,26.45,48.39,38.39,79.35,18.71,58.39
5,6,6,71.35,90.54,63.04,100,62.46,100
2,2,2,25.79647881,46.39011552,15.10597501,50.03856811,45.61485751,51.20997091
3,3,3,90.42,94.37,0,71.27,70.42,83.1
5,4,4,56.65,54.55,0,63.11,58.42,61.14
5,4,3,27.1,69.35,0,60.32,38.06,60.32
3,3,2,73.94,60.42,35.92,70.85,54.23,80.56
5,6,6,58.39,60,66.77,88.71,87.42,100
2,3,2,49.72,0,0,87.89,64.93,66.34
6,6,7,51.29,74.84,19.68,80.97,79.03,76.13
3,3,3,38.97,79.37,14.04,80.8,27.79,87.97
7,6,7,97.61,51.97,71.83,89.01,71.41,95.63
5,3,5,40.69,79.66,29.23,65.33,40.11,65.04
2,3,6,64.36,74.01,58.53,70.82,86.19,18.35
2,1,1,29.03,74.52,0,30.65,15.48,22.26
5,5,6,78.22,63.41,41.38,66.38,69.21,76.52
3,3,3,68.45,62.68,17.89,98.45,30.42,64.65
7,7,7,100,100,0,100,100,100
5,5,5,29.72,75.77,0,60,70.7,60.7
5,5,5,27.74,80,27.74,82.58,52.9,81.61
4,2,2,12.03,28.81,48.47,92.46,87.97,38.64
5,5,3,70.77,69.34,48.14,68.19,100,48.71
1,5,5,14.23,65.35,0,0,4.23,45.21
3,5,5,29.15,29.44,3.8,19.01,49.58,29.3
5,3,4,55.63,60.56,0.14,57.04,63.1,60.99
2,2,1,40,12.58,24.84,31.61,55.48,78.71
1,1,1,0.32,0,0,1.61,0,0.32
1,1,1,0,56.16,0,0,0,0
6,6,6,80.85,59.86,8.59,80.99,80.56,100
3,5,5,75.35,100,19.44,67.32,20.7,71.13
5,2,3,67.91,63.28,13.79,53.67,18.08,58.31
6,5,6,83.23,100,33.87,81.61,100,100
5,5,5,88.39,94.19,60.32,83.87,100,100
6,6,6,68.06,68.71,48.39,79.68,70.97,79.68
2,2,1,31.23,49.45262459,36.68,72.49,42.98,40.4
5,4,5,60.14,0,0,60,60.14,59.72
5,2,2,78.8,94.56,5.16,95.99,39.26,68.77
5,2,5,94.84,0,0,73.64,58.45,74.21
3,2,2,47.42,73.55,0,29.03,31.61,27.42
2,2,2,49.44,80.42,0,51.97,6.34,70.7
6,5,5,64.18,76.5,5.16,32.09,76.79,100
4,5,6,62.39,60.85,61.55,65.07,63.24,69.01
2,2,2,9.44,91.41,14.65,57.18,65.77,70.28
2,2,3,37.54,33.81,18.91,38.97,60.46,78.51
6,6,6,79.86,30.14,15.07,70,9.72,85.49
3,2,5,78.59,65.07,30.56,65.49,74.93,78.31
3,3,5,5.35,100,11.83,59.86,25.07,10.28
5,4,3,63.23,0.32,4.84,68.06,30.97,36.45
6,6,6,60.28,80.7,30.7,50.99,61.41,71.13
5,5,6,49.72,36.77,0,37,0,32.64
5,6,6,65.35,81.83,57.04,88.03,72.11,94.23
3,3,3,38.71,69.03,0,77.74,47.42,58.39
3,3,4,38.59,50.99,4.51,50.28,19.01,26.48
7,6,7,100,43.37,6.19,100,91.4,90.69
2,2,5,29.58,0,0,19.86,9.44,8.59
7,6,7,71.13,62.25,29.44,81.97,71.27,100
2,2,2,33.81,76.5,0.86,26.36,27.51,30.95
3,3,3,15.47,35.82,0,7.45,69.05,31.23
5,5,5,29.72,100,9.15,81.55,25.77,60
6,5,6,74.06,91.66,34.34,86.17,72.37,83.07
5,2,5,80.7,12.25,24.37,68.45,71.27,64.08
5,2,5,90.56,22.54,0,76.34,91.27,95.92
3,2,6,71.64,52.38,40.06,28.67,71.74,96.58
2,5,4,0,68.24,0,16.47,56.08,36.08
4,5,6,60.56,91.27,5.92,85.63,51.69,81.13
6,5,5,77.11,75.61,69.85,83.42,69.44,100
6,5,6,80.8,95.7,10.89,89.4,89.11,97.13
2,1,2,59.44,71.69,90.14,70.7,34.65,76.9
3,5,5,69.03,79.03,59.03,68.39,69.35,69.35
2,2,2,29.86,11.97,0.14,4.51,0,1.13
5,3,3,30,30,3.8,3.94,16.62,19.72
2,4,5,43.64961661,92.11,7.46,87.04,76.48,70.85
3,5,3,71.27,54.37,0,71.83,67.46,92.54
7,7,7,100,100,100,100,100,100
3,2,3,35.21,71.69,10.7,74.93,19.01,22.68
6,7,6,91.41,69.15,5.92,91.97,77.89,90.85
3,3,2,50.7,31.55,6.34,43.1,21.69,38.03
5,5,5,60.52,65.99,33.72,62.82,68.3,58.5
3,5,3,62.11,80.99,0,80.56,70.56,50
5,4,5,75.36,19.2,41.26,43.55,30.09,92.84
5,5,5,71.69,71.27,34.93,63.66,60.99,70.42
4,1,6,39.58,29.15,0,70.85,70.7,39.58
6,6,6,75.81,81.94,49.03,100,74.19,90.65
6,4,5,67.42,40,38.71,66.13,31.94,68.06
5,5,5,61.47,64.14,9.96,63.81,50.39,81.1
6,4,4,67.05,89.97,2.87,98.57,78.22,84.53
5,6,6,69.27,72.77,14.82,68.35,70.83,73.54
5,4,5,39.54,68.77,0,67.91,63.32,63.61
4,2,2,46.2,24.08,34.93,54.79,62.68,44.65
3,4,3,50.99,60.85,71.69,71.27,60.56,50.99
2,2,2,6.48,48.59,5.21,46.2,33.1,20.85
3,3,3,24.37,66.48,0,65.49,61.41,77.75
5,4,5,70.2,85.96,0,60.46,60.74,80.23
5,5,5,79.58,64.79,42.39,77.46,65.63,83.24
7,3,7,100,82.68,0,71.41,62.39,100
5,4,3,60.7,39.72,39.72,70.42,28.87,60
1,1,1,31.27,0,0,50.99,9.3,27.46
3,5,6,91.27,59.3,36.9,69.3,69.3,82.68
5,4,4,83.24,28.45,4.51,71.41,61.83,84.37
4,5,4,8.59,80.14,28.87,71.13,69.01,63.24
6,7,6,82.54,49.58,34.51,66.2,66.62,87.04
5,5,7,78.87,12.96,1.55,62.39,30.99,81.27
4,3,3,58.74,94.84,38.97,68.77,55.3,84.81
6,6,6,91.27,53.94,0,66.76,100,86.48
7,7,7,100,70.77,100,100,90.54,100
3,3,2,29.44,29.72,0,80.42,20,20
5,5,5,76.62,99.72,31.13,73.24,76.48,82.11
4,4,4,33.87,79.68,77.1,100,63.87,94.84
3,3,3,22.39,63.38,37.89,71.41,29.72,10.99
2,5,5,58.17,69.91,0,40.11,38.97,72.49
3,2,4,62.9,72.9,74.84,100,81.94,66.13
5,5,5,81.09,79.66,69.91,100,96.85,100
5,4,5,50,25.07,20,75.49,66.06,65.77
5,4,3,72.82,62.39,31.13,60.56,28.73,73.1
2,2,2,0,61.27,8.73,29.3,9.3,60.85
4,4,4,24.23,18.73,30.14,8.59,0,10.42
5,3,4,16.76,71.83,9.44,57.32,19.44,49.15
2,1,2,80.85,39.86,8.87,60.28,29.58,71.27
5,5,5,60.85,70.56,0,19.44,90.99,74.08
2,5,5,32.09,85.1,32.95,71.92,74.79,96.56
